time_value,geo_value,smoothed_wspent_time_1d,smoothed_wtested_14d,smoothed_wpublic_transit_1d,smoothed_wworried_become_ill,smoothed_wvaccine_likely_govt_health,smoothed_wshop_1d,smoothed_wtested_positive_14d,smoothed_wwork_outside_home_1d,smoothed_wothers_masked,smoothed_wcli,smoothed_wcovid_vaccinated,smoothed_wvaccine_likely_friends,smoothed_wrestaurant_1d,smoothed_wvaccine_likely_politicians,smoothed_wvaccine_likely_who,smoothed_wwearing_mask,smoothed_wlarge_event_1d
2021-01-15,53000,29.4951681,9.8573635,1.7697022,63.4834305,30.683088,51.3935338,15.9612653,29.6288352,82.9833242,0.8329113,7.1323594,28.8595196,7.8689814,7.7565101,37.330674,91.5900437,6.9381432
2021-01-15,53033,23.2551386,11.1774107,4.9697888,72.5605265,40.5572236,49.402198,8.2055103,22.0964319,95.3333592,0.6287847,5.7126053,36.5808503,7.0566765,13.4375605,49.6409003,97.1106006,2.8630601
2021-01-15,53053,29.3080193,11.0500035,2.241503,67.0923603,32.5159204,51.348395,9.5282984,31.6312057,90.8233625,0.7800592,7.9897869,31.7163579,6.2420201,11.2135962,38.4501118,94.633841,4.7911022
2021-01-15,54000,27.6522231,16.9666727,1.5335164,72.7710613,21.8985015,49.541141,24.9051753,27.8334953,75.013892,1.6077376,12.1139997,28.6206011,10.673984,7.3348914,27.2730469,88.5819706,7.5949612
2021-01-15,55000,31.355915,9.7930099,2.1973065,62.513649,28.4089399,51.9104153,18.1160895,35.0580005,71.3870585,0.5606181,6.6950347,31.5675383,16.376364,8.5159476,32.9787948,86.8131914,9.8534711
2021-01-15,55025,24.8780138,14.2938205,1.4540783,72.8804471,40.2915085,48.6265565,10.900197,28.2941374,91.8861615,0.5121667,8.9177501,35.0066126,10.24128,10.9823273,46.0055703,97.3823482,3.0206301
2021-01-16,1000,32.2818116,15.033647,1.0726718,67.6653036,21.7320186,51.0328327,31.0958367,32.8235794,60.14247,1.7798471,6.4907771,28.5625425,16.8643272,7.1590158,24.0205487,86.4768525,11.8137037
2021-01-16,2000,36.566127,20.4877099,1.5096683,64.3603177,25.9849152,51.8717408,15.9035873,34.5669453,59.740555,0.304586,23.5672414,27.2208058,12.3236728,6.0256073,30.2208603,80.4297292,8.6140648
2021-01-16,4000,28.6034575,16.7247766,1.8141212,68.0080284,39.2654996,46.9837352,37.4925773,27.215938,69.1295845,1.9458683,8.8257532,39.2231578,13.6761162,15.4174529,42.8781561,87.7874027,7.061072
2021-01-16,4013,29.3128527,16.3780888,3.071933,70.2681792,31.8181248,52.0985789,27.822769,28.0837842,83.7726776,1.8626459,5.7994156,34.6631477,16.0525371,10.7300082,38.0417024,93.4878327,7.5765974
2021-01-16,4019,26.2430534,17.9973906,2.367214,74.168179,32.9488,51.5405657,27.6926018,28.2285089,89.0933829,1.4052141,7.5394774,36.4734479,12.7360577,12.4664465,38.7586413,95.2302131,6.4362305
2021-01-16,5000,31.763021,11.8248544,2.2361155,67.8708374,24.0632202,49.3004767,30.3766913,33.2355578,61.918292,1.0731246,8.228595,28.8674121,14.2721682,8.1549722,26.9848551,86.6401369,9.8849811
2021-01-16,6000,26.0108417,13.1692518,0.6723682,72.8880035,32.7672262,51.6707124,20.1678018,24.3087431,79.8910302,0.8558044,7.9072476,37.070416,7.1766418,13.1743014,37.4292966,92.0374541,4.0774966
2021-01-16,6001,20.298308,14.6551494,3.1635995,78.5225412,43.0281123,48.3177098,7.3145372,25.2225534,92.464615,0.6044321,5.6077659,38.7760153,3.1603917,16.6644528,45.8060361,96.5477194,1.7232808
2021-01-16,6013,21.7484294,15.618685,1.4740782,72.8161585,38.6107643,49.2981994,20.4551235,25.4909979,93.7463128,0.8418766,6.5227659,38.819574,3.7704883,14.5990353,45.104773,96.8151912,1.7528492
2021-01-16,6019,23.4407133,15.6409252,2.2334905,71.3209077,31.5998655,49.867599,22.6948647,27.2828147,83.6634901,1.5915315,6.0436352,35.4565772,5.728482,11.3993765,36.5402255,94.1343021,5.6693732
2021-01-16,6029,24.3515001,17.3325056,1.6824251,67.5808549,29.7412719,53.3448138,27.8202882,27.4369456,79.2822699,2.5990269,3.2212229,30.6557148,7.1824124,10.8559992,33.4930274,91.4762223,5.3396496
2021-01-16,6037,17.779848,24.8231535,4.0560848,78.3624095,42.8680194,46.0770201,21.4674727,27.1940072,90.0744194,2.6719508,5.2895701,43.2804037,4.0553907,16.7592225,48.9578769,96.085638,3.0937196
2021-01-16,6059,21.3030897,18.2702035,2.5616202,77.7852733,42.11503,48.0336424,28.540607,26.0683805,86.3793813,1.8546887,4.3024641,44.213278,6.9383638,15.678771,48.2839416,96.0846785,3.418815
2021-01-16,6065,20.5732428,18.7661847,1.8042603,72.1791542,38.6055136,50.3145972,28.4242626,23.6687855,89.921848,1.3661733,3.8890856,37.1821036,6.1256239,13.0884574,42.6832319,96.0016786,3.4946862
2021-01-16,6071,18.8352967,21.4499708,1.1769739,79.0428536,32.5232543,46.992056,30.7029592,26.7020999,89.749887,2.0512411,6.4665233,38.0466879,4.3640957,12.0031897,39.177493,96.9307159,3.4060479
2021-01-16,6073,24.4656178,16.8574829,2.3629086,75.5669631,37.6200113,49.6900988,17.3807805,30.5703384,87.7830378,0.9472231,6.2153333,38.6458505,7.8591906,14.0343336,45.3293186,95.8891215,4.279498
2021-01-16,6075,22.3642779,19.0739452,12.0265591,74.2882899,46.1244657,49.036743,8.9948657,19.1865613,95.8540457,0.6206229,4.5487291,37.8818469,4.4950378,15.1453075,53.2825913,97.7612758,1.6113198
2021-01-16,6081,18.4908271,23.381778,2.666465,76.8667402,45.523698,45.0089569,14.8187503,24.2867018,96.6786675,1.2858957,5.0336325,39.2223494,2.6388603,15.7222742,51.5684247,99.1232001,0.70736
2021-01-16,6085,17.4989926,19.6891385,2.2312381,76.2834112,46.6737194,45.313944,13.9858386,20.1695945,94.2738418,1.0582831,4.8370418,42.1831204,2.8601055,17.2116139,52.6777452,97.1306981,1.269864
2021-01-16,6111,19.5278698,26.8239113,1.254339,77.5501074,38.9503909,45.3483018,30.4159875,23.3751899,91.4884528,2.5816619,4.9452058,42.1707761,3.9810316,14.2282041,45.4337348,96.713704,2.5197891
2021-01-16,8000,31.4410394,12.3853346,4.6113116,65.4017575,29.4300389,54.5851251,12.2065335,35.4270891,72.2748421,0.5698371,12.5709404,32.4498951,15.6592668,9.451036,34.8280312,87.4782434,8.098719
2021-01-16,9000,29.540826334495225,15.685206023820573,3.955646323883294,70.51221953633103,32.0099356,52.650527592615546,11.5911275,31.864066317221795,82.04640820843807,1.0612848140450895,,38.1551453,13.280292648257165,8.1728142,39.904967,92.47564581661965,7.279319406687321
2021-01-16,9001,26.0523424,20.548518,4.2525332,73.548541,39.0763692,50.6863302,12.716192,27.3645777,93.9406673,0.673803,9.001629,38.2817625,11.993554,11.1666333,42.9224906,95.6943572,5.0101134
2021-01-16,9003,24.1880522,20.9486931,1.6446243,75.2477119,37.6018166,50.2142301,10.7290616,28.6185013,93.7364926,0.5196646,10.3425674,38.3667935,10.7403188,14.1018551,43.4623918,97.3966309,3.4609541
2021-01-16,9009,25.8446498,21.6037238,2.2592614,73.3766303,34.3470798,48.3752323,13.0528162,30.3462959,93.8528071,0.8443421,10.8122528,37.6070544,9.7697397,11.1121345,39.1058364,97.8501741,3.1587841
2021-01-16,10000,29.540826334495225,15.685206023820573,3.955646323883294,70.51221953633103,32.974394751934405,52.650527592615546,20.0519637,31.864066317221795,82.04640820843807,1.0612848140450895,,35.650618180655904,13.280292648257165,11.17653338373463,37.84799132411674,92.47564581661965,7.279319406687321
2021-01-16,10003,29.724819,25.9034531,4.2042222,72.9997184,34.5495672,50.4855045,14.5685137,31.8019973,91.5332332,1.3652862,5.6897273,31.2726597,13.7640892,11.1075756,41.8870112,95.3215482,5.4751883
2021-01-16,12000,32.291836,13.5169721,2.0189484,65.0449225,27.731709,52.7219392,19.6897593,28.5959516,47.9471657,1.3869198,10.2560691,33.0193713,19.8830174,9.1845172,31.4312658,78.0937852,11.537081
2021-01-16,12011,26.8320683,16.2247224,3.2991354,73.6087292,37.1451751,52.2190542,12.9761701,31.3849108,84.3616359,0.5783101,9.4666995,36.7782245,18.0998283,11.8542297,39.1601532,95.9888395,7.9259972
2021-01-16,12031,32.5215548,16.0488154,2.2040799,66.2896033,30.9427412,54.6595271,30.0735463,33.8674859,73.6136583,1.1497321,10.1711753,32.6968523,20.5962888,8.6533596,34.4717591,92.8058033,10.3834257
2021-01-16,12057,30.4244153,13.6833179,2.8107375,68.1255664,33.6717345,51.6580521,21.3736827,31.7520901,81.2189931,0.893549,7.6594429,35.3273201,19.1588304,11.8681072,40.6371246,93.8787722,11.332481
2021-01-16,12071,32.6390721,9.4914324,3.9798354,67.0890287,33.2161793,52.789933,20.9430684,28.7631167,66.5225654,1.7426744,8.7474056,35.3156658,22.4681342,12.3481565,35.9162738,87.4508814,11.3684977
2021-01-16,12086,21.9615509,23.6391551,4.9750826,81.5218502,45.5099038,52.7334055,14.7770098,32.0631727,88.1270082,1.3394133,7.3322702,44.7018526,13.1165829,16.9882982,49.9641567,98.2244107,5.6454372
2021-01-16,12095,26.2766419,14.6769855,2.9555674,70.4148807,34.6641144,53.1403637,27.8108328,29.3332984,79.4959036,1.3639609,6.8084175,34.5736931,17.7532235,8.9945275,41.3430176,94.1036104,10.505066
2021-01-16,12099,30.5873708,16.4535306,3.5815929,73.9175865,35.8048042,56.1474702,13.0189907,28.3647958,84.3680749,1.016649,9.9351814,39.8256175,17.8511875,11.9814706,40.0041771,95.6884996,6.5124526
2021-01-16,12103,31.7614691,13.5888689,2.9658358,70.4189083,32.416648,53.5050411,18.8199929,29.3305097,80.6286804,1.5236944,8.9514381,31.9930419,21.2574184,11.7024322,37.9609222,92.1193507,10.1718661
2021-01-16,13000,28.6245424,15.4086238,2.3384017,68.5538936,23.7066128,51.063435,30.4838916,33.9099576,51.7649786,2.1015584,7.3563211,32.1601203,15.8443751,9.242777,25.7080769,83.5869324,9.3570387
2021-01-16,15000,29.540826334495225,15.685206023820573,3.955646323883294,71.9721803,38.3437631,52.650527592615546,7.371139,31.864066317221795,85.8373289,1.0612848140450895,,37.9132123,13.280292648257165,13.9191744,44.6824082,92.47564581661965,7.279319406687321
2021-01-16,16000,39.8779291,10.5465347,3.7138001,57.1561405,24.6989933,60.0800196,25.3850244,40.3874752,49.2182091,1.0497234,8.2910938,30.3454487,20.8129969,7.0067246,28.2188301,78.6800749,14.2046095
2021-01-16,17000,34.4606139,12.8422559,1.4090929,64.8189526,25.7195395,49.9558084,17.2622316,33.9684008,67.4716308,1.3940212,7.7593646,30.1518087,13.4957879,9.7424644,30.2848418,85.2881161,9.3440777
2021-01-16,17031,23.6312196,13.5895202,5.9025745,72.6320606,37.8371091,48.0361864,20.6084776,27.0472999,91.0702523,0.6876277,6.2397106,37.3549983,6.698772,13.895381,44.8515224,96.7151598,3.9571044
2021-01-16,18000,36.4817606,11.6700104,1.82529,64.5292764,24.586414,52.1624112,22.6373268,37.0067222,66.475969,1.3605819,8.5000108,29.1713417,17.8075863,7.5869214,28.0468017,86.1834942,10.869417
2021-01-16,19000,37.3682231,10.3205192,1.9772323,61.8824658,27.7476224,54.7327315,24.2749901,39.3388493,70.4673465,1.335491,8.363853,30.8389277,19.3514254,8.1969639,32.0702807,86.8542934,12.6660375
2021-01-16,20000,35.257569,12.5936089,2.0483015,64.3394157,27.2042697,52.9526577,26.8142849,38.3541964,65.1060184,1.3853223,9.1084473,33.457871,19.159293,8.2913741,31.2784289,86.2122609,12.1749135
2021-01-16,21000,31.0134655,13.2035684,1.4325493,70.642579,23.6882965,50.2585734,23.2052533,31.7039998,71.2016542,1.4038348,10.0008122,33.3228438,12.9293447,7.0640109,29.5035618,90.271455,8.2476386
2021-01-16,21111,26.5680327,14.8474322,1.7055488,73.6995136,33.2401091,46.1249482,25.9182103,31.757946,90.5858202,1.7121339,9.3035638,36.0809196,11.8954168,11.3282693,39.9206975,97.2442164,4.7634588
2021-01-16,22000,33.2655079,13.3075298,1.7210116,63.4822861,21.0137586,52.5485505,28.0654934,33.350245,57.2844484,1.7471756,9.1133743,30.3781988,16.8688232,9.0422919,24.5261935,83.3970908,11.4157852
2021-01-16,23000,28.4688922,11.1551709,1.6861154,72.8894981,26.5088987,50.4895702,14.7203416,29.1516206,88.5213728,0.5298651,7.0431807,28.6326479,10.1638028,6.4943847,31.7105703,93.5867192,2.6155022
2021-01-16,24000,28.5599604,11.3177175,1.6534276,66.895017,30.158718,51.5868288,14.7530431,31.5357177,90.1676193,0.6484549,10.3565033,37.2533943,12.2351302,11.1497205,34.1135317,95.5526935,5.2665789
2021-01-16,24031,15.9658019,15.6956435,3.7666292,73.9995582,49.1536608,43.1310011,13.9378675,20.0467398,94.8604905,1.4423746,6.3745811,38.6602261,4.6147125,12.308928,51.4937038,97.58292,2.2154881
2021-01-16,25000,29.540826334495225,15.685206023820573,3.955646323883294,80.0885345,35.9712952,52.650527592615546,14.669869,31.864066317221795,98.2388126,1.0612848140450895,,38.3035316,13.280292648257165,11.235258,40.8304933,95.4193153,7.279319406687321
2021-01-16,25009,22.5473627,20.4003546,2.7065275,76.9663883,36.5467553,47.0145469,11.3420745,29.5438853,93.3808982,0.5666388,4.9218292,36.8837506,11.6199717,14.6191101,41.6269244,97.1723043,1.5878855
2021-01-16,25013,24.3947376,18.8115505,2.579587,76.5814701,33.5282092,46.5802961,19.3284708,29.2491015,93.1358412,2.4232629,8.4647257,35.4634855,12.6005091,12.588688,38.2839365,96.944056,3.8576096
2021-01-16,25017,24.6827282,18.1282638,4.4503471,75.3562035,41.3857038,47.507313,9.7828416,25.4085102,93.9994654,0.3650932,6.4454405,37.1146538,7.8487075,10.907626,50.7735819,96.7093299,2.8259413
2021-01-16,25025,23.2776497,27.729248,12.1151847,79.8865541,43.7669231,45.5040963,8.2063913,26.514492,93.289418,1.0110975,6.7265106,36.8262756,10.8560994,14.427662,49.3120029,97.4152395,2.3155266
2021-01-16,25027,25.9431358,17.7730654,2.0796841,74.6798243,32.9124617,49.4797718,20.0812635,31.9154791,92.7575792,0.9269785,6.0663139,31.8700635,8.4717183,10.1145004,40.765335,96.3436783,3.7241726
2021-01-16,26000,33.1684949,9.2317148,1.907707,63.2364921,25.7827777,54.0560317,19.9704394,32.9971081,73.9438059,0.7149777,9.7867316,30.0177409,6.6714291,8.1930804,31.0164828,88.3713138,7.1353018
2021-01-16,26125,29.2677371,9.4030895,2.0832636,72.2391197,33.2062899,50.056555,19.4651587,32.5378372,91.1024103,0.3630698,7.9336774,34.5177111,6.6246971,10.774617,39.2195831,96.0748767,4.6687857
2021-01-16,26163,28.4716798,12.845105,2.3055311,68.0443436,29.8517875,49.1680082,14.3806747,26.9331549,88.9234133,0.8610989,5.7146764,32.3372692,6.0806962,11.2829268,35.14671,93.9088313,6.333226
2021-01-16,27000,34.0066207,9.6935286,2.1578867,61.7967241,31.7872517,52.8391497,8.8539345,35.1170057,79.6001096,0.4699991,8.2093343,33.9494973,14.1671466,9.135309,36.0373208,88.4842265,9.0383816
2021-01-16,28000,32.2386009,14.6062852,1.7333228,68.2055135,22.9499792,50.9568809,32.5467391,34.8387669,64.896987,1.5338559,7.0890447,34.8876249,16.7114294,10.6697011,25.4286068,86.4732788,10.0320415
2021-01-16,29000,34.8035746,10.7519085,2.6419491,63.6614987,22.3975928,51.9001516,23.3757906,37.1872,46.951709,1.2482223,6.1627402,29.6679038,18.320124,6.538434,26.723196,78.5002224,11.9524816
2021-01-16,30000,43.2755326,10.7998289,1.9963722,62.2690088,26.8777018,57.5828739,18.6345654,41.276141,50.6227032,1.6595568,11.8096955,30.9157962,25.0779153,8.1792059,28.8585314,79.4561558,14.4926233
2021-01-16,31000,35.3344954,11.3060167,1.9799843,62.0403747,28.9084047,54.7504387,26.0438409,38.7436569,61.64991,1.2066388,11.834009,37.982973,20.0761087,9.1466533,33.7723028,80.7918196,13.203826
2021-01-16,32003,24.4127031,13.7652446,4.4101248,70.7530941,31.7597391,49.6100869,23.9386549,30.0842549,90.2369702,0.8699551,4.4028734,37.9378502,14.7238191,13.010195,39.5047623,95.6207077,6.3675891
2021-01-16,33000,28.2674029,11.784801,0.4368426,65.3942958,29.2503769,53.9170507,23.75921,31.442516,88.4741553,0.9587485,5.9742229,32.8558764,11.0922745,10.3077752,36.8719738,94.3876373,1.8046638
2021-01-16,34000,30.9691411,13.9908869,2.7610282,72.6852101,32.0578067,52.9201293,14.5327988,31.8366658,91.927382,0.6873956,9.9421422,34.1550816,12.1503698,7.7640814,37.781897,96.4935613,6.6951817
2021-01-16,34003,22.4860339,20.8612384,4.167533,76.2316526,38.4282152,49.8140809,11.3778397,23.8253035,92.4949143,0.3119732,8.5329337,40.2885135,9.2027747,15.7877724,46.9303096,95.9677908,3.6757475
2021-01-16,34013,21.1008918,22.5562324,6.4523993,67.9759011,34.5017752,43.2647036,6.0454447,25.7861312,95.4994357,0.4809712,8.9428921,33.2265609,7.0617821,13.3891964,36.9749449,97.1772491,4.0763945
2021-01-16,34017,16.9772435,22.7065228,14.4908153,80.3236104,42.337238,40.4633646,16.1660648,24.2023844,88.5417364,1.9408582,3.5903121,44.2787959,6.2432641,16.2157954,46.9397478,97.2706695,3.1715573
2021-01-16,34023,21.5612084,20.1284395,2.6326577,75.6519482,36.1349987,43.4222105,19.2528245,26.4780406,91.918907,0.9691849,7.3167524,37.5443665,9.3337809,14.2355991,42.6678278,97.032711,3.9448033
2021-01-16,35000,26.9444252,16.1796081,1.4485135,70.4043037,30.3376694,50.1737797,16.6206794,27.8793438,83.7363381,1.0815734,12.2646943,33.9591165,6.7156641,12.6778618,32.6375761,91.0063688,5.424902
2021-01-16,35001,26.3322307,12.9631144,2.4693605,71.7389003,32.573398,50.4367255,11.531611,26.829059,90.2879613,0.7237207,12.1489274,35.3991247,6.7898936,12.3117903,40.6907456,96.3785357,4.5932533
2021-01-16,36000,31.9314631,14.4942041,1.001797,69.7954069,26.6241961,53.7166023,16.4374428,32.4375343,88.553928,0.8782021,10.2472452,31.4792315,10.4506679,10.1870616,31.7837263,94.0965469,5.4302601
2021-01-16,36005,17.7557876,24.4685431,27.2665154,74.8179235,39.4363958,48.8062825,13.3125686,26.4794469,87.1735802,1.0262718,6.8694534,41.3853521,5.2029434,18.8694533,43.2195459,97.7220573,4.3704274
2021-01-16,36029,28.3813346,14.3958028,2.8096999,68.6856171,29.6077291,49.7430494,13.9320787,27.8217133,92.7533934,0.7780859,8.5876502,30.0826898,7.9038394,10.3100142,35.4608621,95.5148883,5.7792979
2021-01-16,36047,20.5003257,25.30412,30.8069524,72.6549171,34.833807,49.2817714,10.4749312,26.7145058,88.2581032,0.6031779,5.5161987,34.1471987,5.9935753,12.4888719,41.3193754,95.7328319,2.0345898
2021-01-16,36055,27.5930154,15.0204345,2.1626021,72.2481518,35.7622068,49.8428816,16.8048551,30.4810715,94.7630518,0.5147818,9.8413586,35.2713686,7.4551985,13.6776883,43.1537776,97.6798267,4.3580645
2021-01-16,36059,26.4436264,21.2507042,4.6615267,79.810282,31.0381612,44.6101246,16.1233771,27.5737972,92.7222083,0.9520501,8.3991362,36.7222435,9.362718,9.0390966,33.7469232,95.8503984,4.4828988
2021-01-16,36061,20.7479442,28.9322356,23.2568277,70.5875133,38.6456247,51.8128735,9.765305,17.758635,93.0162894,0.7174085,8.6784483,37.7556131,8.5911256,16.5781243,45.1248727,95.8476362,1.9409052
2021-01-16,36067,25.6987529,18.8043089,2.8143044,74.6040644,37.3990704,53.5135016,16.6597233,28.4806104,94.8953718,1.1208784,11.8478757,36.0638022,10.5261833,10.2135075,39.4693086,97.62916,3.0762252
2021-01-16,36081,17.6920837,26.2070373,21.6915039,75.2036118,41.3792094,46.235433,7.0543078,24.88129,90.9142622,1.1892205,5.4848061,40.4497892,6.7642173,18.9403194,45.0794494,96.7808071,4.2613221
2021-01-16,36103,22.5064232,17.9945319,3.6370603,76.9713204,33.1453664,50.2763219,16.1222866,33.7983449,93.6447193,1.3494607,6.3418203,38.6870861,9.5128168,12.479997,38.362556,97.636706,3.1730765
2021-01-16,36119,20.9475812,19.0303239,6.6037329,73.4691578,37.4059033,49.7008199,9.7426517,26.0612764,92.7202936,0.8700724,8.5766078,36.8534709,7.9076919,13.2030643,40.6109999,97.3642922,3.1937742
2021-01-16,37000,29.1299742,15.0891235,1.3213738,67.328108,25.8300846,51.8882981,24.55291,32.162556,73.5700529,1.4822173,8.9170507,32.2488194,14.4167236,8.4105313,29.7821697,89.9135401,7.3051339
2021-01-16,37183,29.2661109,18.1730578,1.4407847,70.3301459,37.4488213,51.5671106,12.8802635,28.6767289,89.700438,0.7140849,4.6437113,39.408267,13.9229887,11.9395535,44.1259684,97.6770765,4.9174152
2021-01-16,39000,34.8490028,10.6535226,2.4532905,65.2598328,23.4249064,52.7806887,26.6285334,38.3710281,75.747285,1.3110206,7.1441333,26.947636,19.8209871,7.7630968,26.7804283,88.0673247,10.7578106
2021-01-16,39035,28.0178194,11.2276014,2.6177223,71.8193169,29.806971,49.962201,29.4425973,34.1361716,89.5552423,0.6784595,7.3949093,31.5311692,11.6112226,12.1377622,34.5694596,96.052737,4.7884879
2021-01-16,40000,33.5528816,14.8030007,1.4448833,67.0043454,21.6769741,52.264749,31.7338073,32.6222481,44.4921267,2.5290649,14.7204459,30.4042441,17.5931645,7.6044554,26.0133871,83.0476165,10.6724413
2021-01-16,40143,32.4910551,15.2682896,3.6359482,69.9533271,28.0230696,49.7370184,39.1644758,35.9128936,65.2301369,2.3457281,10.8814256,32.4973229,17.919607,10.4107315,31.5112515,90.997333,11.129124
2021-01-16,41000,30.1134429,6.9432829,1.0009969,64.3726928,28.0903107,57.4803202,13.0288804,30.6125006,82.9393934,0.6715662,7.6840757,32.1247747,11.6289276,8.8790428,33.1857404,92.7688055,6.5393338
2021-01-16,42000,35.305702,10.8642151,2.1938252,67.2810775,21.5525387,53.4408261,24.5873907,35.8140995,72.4677616,1.4146156,9.0321772,28.1830006,17.8684888,7.4625242,26.9561667,86.8366515,9.6752805
2021-01-16,44000,29.540826334495225,27.1430335,3.955646323883294,71.0765611,33.3866749,52.650527592615546,8.0029256,31.864066317221795,94.3899825,1.0612848140450895,9.0299511,27.851174,13.280292648257165,8.5788847,44.2200502,97.5426148,7.279319406687321
2021-01-16,44007,24.3344446,22.7420815,3.7280177,77.2023425,35.6201166,48.1605824,9.4410498,33.5509997,92.6523432,1.4047385,8.6447103,34.3276361,10.6736755,10.6308571,41.530286,96.7952431,2.7857994
2021-01-16,45000,29.9173273,17.5632109,1.4832275,70.6368926,24.5580609,53.1426742,27.916135,33.1254849,68.8131578,2.3297515,4.9864272,33.0502905,12.9788333,8.9822958,27.3724575,89.7319544,8.851855
2021-01-16,45079,28.6004512,22.8923851,3.215449,71.3101618,28.330984,51.4463755,20.4389145,38.4684826,79.3730795,0.8873229,5.822253,30.7436712,14.827475,9.9409696,32.5412503,93.8324514,9.1776658
2021-01-16,47000,31.4434619,12.6781906,1.7398189,69.3842678,21.9602276,50.96438,31.6224875,32.3092006,48.4819778,2.0905283,9.3997452,30.2310135,17.8932076,8.0789794,26.2130707,83.4139307,8.7874232
2021-01-16,47157,25.833919,14.1912245,2.5474787,63.747687,29.8801488,50.1236684,20.0372403,30.6644579,86.9359864,0.6383131,8.1873348,33.8503792,12.7427023,12.9355826,34.1295287,94.4581256,4.7201804
2021-01-16,48000,30.3319249,13.513621,1.8378093,65.8618372,24.0785854,50.2290108,28.4378952,32.3615604,64.7567099,1.5862432,9.4185905,32.9772968,17.3724179,9.4817048,28.1970295,86.0062105,10.3353283
2021-01-16,48029,26.4910297,17.5654593,3.8719025,72.5394937,35.6217729,48.5346004,25.2407393,32.8654685,90.7367019,1.06399,11.2642003,42.2863705,14.4350114,12.68468,42.3024213,97.0515912,6.4436463
2021-01-16,48113,25.9502903,14.6698827,2.3734337,71.0577529,39.1305589,48.232496,29.8483162,32.744802,84.3516997,1.7617832,7.6865255,42.1704812,12.7007963,13.7556548,43.4223286,97.3127046,6.2960795
2021-01-16,48141,27.2509144,15.1536676,2.9392728,78.5246016,45.0150321,52.0526847,23.1019647,31.5099086,90.8271499,0.9117614,11.454785,48.2277355,16.6005757,18.4818978,50.7086911,95.4895153,6.5925962
2021-01-16,48201,25.9845199,17.3948071,3.3692315,73.7238948,37.2066932,47.4636691,24.0059423,31.22978,87.0526424,1.6280675,8.1801175,41.294094,13.9869926,15.1081845,40.866441,95.7057009,7.4332665
2021-01-16,48215,27.1087966,17.782213,1.2380712,79.7311599,40.353345,49.3597564,16.0232794,30.5266829,91.3015226,1.7871952,13.5908056,45.3679998,15.6464013,18.843093,43.003197,96.7196454,8.9045139
2021-01-16,48439,25.6720189,16.5079922,2.0951604,70.7172137,33.4808347,49.4976629,32.5227162,32.7932427,87.3636117,1.7150494,13.8688823,37.7631544,15.5011241,9.6022911,37.9985689,94.7231271,6.7200486
2021-01-16,48453,26.5782599,12.7286512,2.467925,75.4623144,39.5268255,44.1789858,14.71982,27.0093553,88.430289,1.3039583,7.9770174,38.7211655,12.8224869,11.6387882,46.2894164,96.6704995,4.937889
2021-01-16,49000,37.5127234,12.6637748,1.51232,67.036164,26.1287914,50.9050851,29.6312208,36.8304978,74.1347855,1.1456534,8.1011459,33.907333,19.2002223,6.656617,32.5954838,86.1822764,12.3941873
2021-01-16,49035,34.5801413,10.2729323,4.5376481,70.4473359,35.2781083,50.3608732,23.4949821,37.3513768,89.3399871,1.2435667,8.6484505,36.8777614,14.6345706,9.507634,39.9102204,94.2732883,5.8271306
2021-01-16,50000,25.686223,13.7292621,0.2499858,69.6498074,29.4621846,50.4343093,5.0643981,26.2486057,92.3302673,0.7699787,8.0335136,27.5694201,6.3417437,10.293233,36.3721356,94.1761195,3.0637608
2021-01-16,51000,28.8499092,11.7444478,1.4414791,71.0172906,28.6375933,50.5920517,23.6572667,31.5120851,77.5968357,1.3690637,7.9298266,32.10511,12.4131241,9.3243167,33.7237627,93.2301182,5.8960616
2021-01-16,53000,29.8760867,9.5710507,1.4327529,66.7078196,32.8049708,50.7019811,15.2137827,28.7205088,83.2374402,0.6440549,7.3455549,29.620773,8.0244964,7.684971,38.3682861,90.8587738,7.2361015
2021-01-16,53033,22.6966868,10.7102565,4.5718612,72.5935772,39.691222,48.523535,7.5375909,22.3032888,94.8890192,0.561952,5.9711671,37.5115344,7.1003414,12.8153039,49.4238911,97.2168689,2.5337494
2021-01-16,53053,30.2004,10.3736418,2.2882334,65.8822526,35.4597813,51.6918326,9.6196047,32.0950676,90.653364,0.5777609,7.9841682,32.551757,6.0453282,11.1661946,41.5019204,94.2579101,5.0128962
2021-01-16,54000,27.5595696,16.8063728,1.6893493,74.2418482,22.1689826,48.8911896,24.2198123,29.7051134,76.0845221,1.3480965,12.7727053,29.2613836,11.0912763,6.6914871,27.3986953,88.770881,8.1106908
2021-01-16,55000,31.7855703,9.5808622,1.8625889,63.8057203,27.9360867,53.2170356,15.910223,35.5105809,72.0557439,0.4290833,7.2240017,32.448739,16.0415192,7.7909443,33.0178406,87.3776632,9.4490101
2021-01-16,55025,25.1056572,12.7526881,1.2987797,72.4315343,40.8063194,48.7051674,11.843498,28.166347,92.3703277,0.5292892,9.610936,37.518464,9.823944,11.9295606,45.2271074,97.2514264,3.268292
2021-01-17,1000,33.3673079,14.71104,1.0202639,68.8443207,21.3991375,49.6686387,30.6343166,31.9699961,58.8533717,1.7397088,6.7585637,29.2943574,15.2005849,7.1787718,22.9139614,85.566227,11.1456157
